Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Goiás,Aeroporto Internacional Don Mueang,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,16896,364.032
Goiás,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8706,187.57472727272727
Goiás,Aeroporto de Roma-Fiumicino,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8914,192.0561818181818
Mato Grosso,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Várzea Grande,9830,211.79181818181817
Mato Grosso,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,10501,226.24881818181817
Mato Grosso,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,19284,415.48254545454546
Mato Grosso,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,10879,234.393
Minas Gerais,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,10118,217.9969090909091
Minas Gerais,Aeroporto Internacional de Suvarnabhumi,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,16895,364.01045454545454
Minas Gerais,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18365,395.68227272727273
Minas Gerais,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8932,192.444
Minas Gerais,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8930,192.4009090909091
Minas Gerais,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7422,159.91036363636366
Minas Gerais,Aeroporto Nikola Tesla (Belgrado),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9625,207.375
Minas Gerais,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8918,192.14236363636365
Minas Gerais,Aeroporto Adolfo Suárez Madrid-Barajas,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7885,169.88590909090908
Minas Gerais,Aeroporto Internacional de Hong Kong,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18001,387.8397272727273
Minas Gerais,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,10081,217.19972727272727
Minas Gerais,Aeroporto Internacional Henri Coand? (Bucareste),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,10023,215.9500909090909
Minas Gerais,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18486,398.2892727272727
Minas Gerais,Aeroporto de Luxemburgo,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9136,196.83927272727274
Minas Gerais,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,17102,368.47036363636363
Minas Gerais,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,14263,307.30281818181817
Minas Gerais,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Belo Horizonte,16977,365.7771818181818
Minas Gerais,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9703,209.05554545454544
Minas Gerais,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18085,389.6495454545455
Minas Gerais,Aeroporto de Schiphol (Amsterdã),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9254,199.38163636363635
Minas Gerais,Aeroporto de Roma-Fiumicino,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8895,191.6468181818182
